file,subject_key,model,frames,all_early10s_deg,all_late10s_deg,all_late_minus_early_deg,lower_early10s_deg,lower_late10s_deg,lower_late_minus_early_deg,upper_early10s_deg,upper_late10s_deg,upper_late_minus_early_deg,lower_gate_mean,upper_gate_mean,lower_gate_late_minus_early,upper_gate_late_minus_early
seq_00.npz,Eyes_Japan_Dataset/ichige,m1,1116,138.24720764160156,147.21763610839844,8.970428466796875,146.04254150390625,152.5706787109375,6.52813720703125,127.52863311767578,139.85716247558594,12.328529357910156,0.5236479640007019,0.5051536560058594,0.0026316046714782715,0.00037169456481933594
