start_seconds,sensor,frames,mean_alignment_error_deg,p95_alignment_error_deg
622.5,RightLowerLeg,2400,2.0436892029400084,2.1463292278795114
632.5,Pelvis,2400,1.2689187082280198,1.4975485582382642
632.5,LeftForeArm,2400,0.17918772350430573,0.260592984002469
632.5,RightForeArm,2400,0.27119111569682386,0.5327788251309233
632.5,LeftLowerLeg,2400,2.6896342235265136,2.8981084373951242
632.5,RightLowerLeg,2400,2.1772422491936565,2.3579769523189333
642.5,Pelvis,2400,2.500317797614166,3.6215345989666585
642.5,LeftForeArm,2400,0.20329054590793172,0.3658259380519402
642.5,RightForeArm,2400,0.265230839696823,0.539530695131242
642.5,LeftLowerLeg,2400,2.5823965889634497,2.8195784092695613
642.5,RightLowerLeg,2400,2.1863113362300926,2.3546168160807377
652.5,Pelvis,2400,3.0909737233980157,3.869737249720569
652.5,LeftForeArm,2400,0.2660717520621653,0.7482460161596146
652.5,RightForeArm,2400,0.2596991446756826,0.4340680548066195
652.5,LeftLowerLeg,2400,2.2812322636399145,2.5556630874392385
652.5,RightLowerLeg,2400,1.9046626637237971,2.3118089949570435
662.5,Pelvis,2400,2.338844158050593,2.5220340564146846
662.5,LeftForeArm,2400,0.17696327624546218,0.2725722815318349
662.5,RightForeArm,2400,0.25024307592041756,0.389995719360995
662.5,LeftLowerLeg,2400,2.135363817283412,2.2265597262688606
662.5,RightLowerLeg,2400,1.7902330278088308,1.9222018742086748
672.5,Pelvis,2400,2.6541605710092027,3.242977509125466
672.5,LeftForeArm,2400,0.22228071674298083,0.336628080244149
672.5,RightForeArm,2400,0.24851949644107624,0.4404018286289971
672.5,LeftLowerLeg,2400,2.1126867373692892,2.292949246767565
672.5,RightLowerLeg,2400,2.153715365708739,2.428281707836133
682.5,Pelvis,2400,3.112961757154613,3.5652079630407467
682.5,LeftForeArm,2400,0.17938373174080272,0.24276661487570786
682.5,RightForeArm,2400,0.27601839549005697,0.4596492192148532
682.5,LeftLowerLeg,2400,2.106798354662186,2.248730936606679
682.5,RightLowerLeg,2400,1.8844609745214567,2.1582013827217463
692.5,Pelvis,2400,1.8710864259577045,3.7050253863934444
692.5,LeftForeArm,2400,0.46781485655096827,1.15103345711706
692.5,RightForeArm,2400,0.7966940904927176,1.8827543355626915
692.5,LeftLowerLeg,2400,2.109020036303531,2.3893370149054927
692.5,RightLowerLeg,2400,1.9457790471503604,2.362515658412435
702.5,Pelvis,2400,0.769962808561001,1.4191214770000107
702.5,LeftForeArm,2400,0.38853315758027857,1.0560314060861369
702.5,RightForeArm,2400,0.4930165524346509,1.2871628772922246
702.5,LeftLowerLeg,2400,2.619861509359917,3.964927184252654
