sensor,prefix_mean_deg,remainder_median_deg,remainder_p95_deg,remainder_max_deg
Pelvis,0.15498973695262538,1.2683305493545283,3.177230962881553,9.516778212116218
LeftForeArm,0.29077406926136284,0.21236795221912727,1.2186305161744837,4.323179905088369
RightForeArm,0.28592139060855404,0.27488676974590925,1.2503947381353004,4.8803250664082265
LeftLowerLeg,0.10005082097728879,1.6673514486953598,5.208650621126418,18.946187936457584
RightLowerLeg,0.21710783358708174,1.5024237161316927,4.187045537861345,17.013856813316032
