frame,time_seconds,segment,root_centered_x_m,root_centered_y_m,native_z_m
247907,1032.945,RightForeArm,-0.06935882568359375,-0.24378395080566406,0.9226599931716919
247907,1032.945,RightHand,0.16872406005859375,-0.1262340545654297,0.8781089782714844
247907,1032.945,LeftShoulder,0.0054931640625,0.026275634765625,1.2414590120315552
247907,1032.945,LeftUpperArm,-0.00919342041015625,0.17322540283203125,1.2207059860229492
247907,1032.945,LeftForeArm,-0.11095428466796875,0.22454261779785156,0.9113150238990784
247907,1032.945,LeftHand,0.13416290283203125,0.11477279663085938,0.8925470113754272
247907,1032.945,RightUpperLeg,0.00939178466796875,-0.10294532775878906,0.8491889834403992
247907,1032.945,RightLowerLeg,0.43186187744140625,-0.17948341369628906,0.6275290250778198
247907,1032.945,RightFoot,0.2025299072265625,-0.3145580291748047,0.2029380053281784
247907,1032.945,RightToe,0.26850128173828125,-0.3805255889892578,0.020274000242352486
247907,1032.945,LeftUpperLeg,-0.0124359130859375,0.10310745239257812,0.8344979882240295
247907,1032.945,LeftLowerLeg,0.42059326171875,0.14846420288085938,0.6249809861183167
247907,1032.945,LeftFoot,0.180694580078125,0.14528274536132812,0.18503199517726898
247907,1032.945,LeftToe,0.29477691650390625,0.08315086364746094,0.020380999892950058
