second,native_frames,left_knee_deg_valid_count,left_knee_deg_min,left_knee_deg_median,left_knee_deg_max,right_knee_deg_valid_count,right_knee_deg_min,right_knee_deg_median,right_knee_deg_max,trunk_tilt_deg_valid_count,trunk_tilt_deg_min,trunk_tilt_deg_median,trunk_tilt_deg_max,pelvis_z_m_valid_count,pelvis_z_m_min,pelvis_z_m_median,pelvis_z_m_max
27,240,240,1.8846060037612915,2.6996145248413086,3.3274900913238525,240,0.18871158361434937,0.33043015003204346,1.0243110656738281,240,5.94230842590332,6.288120269775391,6.773001194000244,240,1.093034029006958,1.0939764976501465,1.0946160554885864
28,240,240,1.8729393482208252,2.445805311203003,2.88934063911438,240,0.6003567576408386,0.824126124382019,1.022972822189331,240,5.962495803833008,6.071813106536865,6.138619422912598,240,1.0930269956588745,1.093876600265503,1.0943800210952759
29,240,240,2.2581942081451416,2.560976028442383,2.7080490589141846,240,0.6199198365211487,0.7277957797050476,0.8773726224899292,240,5.883698463439941,6.043139457702637,6.3069868087768555,240,1.0939500331878662,1.0942330360412598,1.0949569940567017
30,240,240,2.0834686756134033,2.518588066101074,2.72347354888916,240,0.22117342054843903,0.5567154884338379,0.776068925857544,240,5.599967002868652,5.956179618835449,6.249055862426758,240,1.0940070152282715,1.0942599773406982,1.0948230028152466
31,240,240,2.744380235671997,7.511524200439453,11.601774215698242,240,0.18974561989307404,0.9984817504882812,3.8426215648651123,240,5.364250183105469,7.5414581298828125,18.371814727783203,240,1.0926909446716309,1.093881607055664,1.1010969877243042
32,240,240,9.132153511047363,9.976615905761719,10.68087387084961,240,3.7837727069854736,4.258827209472656,4.548810005187988,240,18.391447067260742,20.413692474365234,22.046545028686523,240,1.1011220216751099,1.1041719913482666,1.1047990322113037
33,240,240,9.358786582946777,11.508001327514648,13.849615097045898,240,2.497086524963379,3.7885046005249023,4.4063334465026855,240,10.813631057739258,16.27969741821289,20.350448608398438,240,1.0974620580673218,1.101952075958252,1.10371994972229
34,240,240,1.8941353559494019,2.236420154571533,10.011722564697266,240,1.2351138591766357,1.942996621131897,2.472113609313965,240,6.602389812469482,6.825343132019043,10.765945434570312,240,1.093790054321289,1.095062017440796,1.0974340438842773
35,240,240,1.2206110954284668,1.3598428964614868,1.891861081123352,240,0.7840958833694458,0.8924092650413513,1.222853422164917,240,5.930883884429932,6.620865821838379,6.997874736785889,240,1.0932430028915405,1.0935325622558594,1.0940589904785156
36,240,240,1.0436148643493652,1.5528031587600708,7.989153861999512,240,0.18022577464580536,0.7310142517089844,2.7529971599578857,240,5.137591361999512,6.002614974975586,8.669998168945312,240,1.093669056892395,1.0941765308380127,1.0972980260849
37,240,240,8.09400463104248,13.315431594848633,15.110023498535156,240,1.4327213764190674,1.8981592655181885,2.8065154552459717,240,6.1952691078186035,11.287551879882812,12.935686111450195,240,1.097262978553772,1.104867935180664,1.1092230081558228
38,240,240,5.512137413024902,8.059301376342773,12.090262413024902,240,0.2139788419008255,20.968338012695312,27.126800537109375,240,4.367401599884033,5.201376914978027,6.775839328765869,240,1.0880379676818848,1.0915939807891846,1.0971720218658447
39,240,240,1.6174943447113037,6.405048847198486,35.115596771240234,240,9.064837455749512,14.24298095703125,33.868927001953125,240,6.385308742523193,9.47289752960205,10.9243803024292,240,1.082226037979126,1.091143012046814,1.0993540287017822
40,240,240,2.4243850708007812,7.950183868408203,21.84369659423828,240,27.71619415283203,38.66551208496094,42.68837356567383,240,1.7069708108901978,4.600277900695801,8.48459243774414,240,1.0993050336837769,1.1004054546356201,1.113867998123169
41,240,240,14.679704666137695,30.773963928222656,55.657562255859375,240,6.681138038635254,13.108907699584961,27.583171844482422,240,2.087878704071045,7.061527252197266,9.33165454864502,240,1.0901429653167725,1.0957289934158325,1.1134190559387207
