file,subject_key,model,frames,all_early10s_deg,all_late10s_deg,all_late_minus_early_deg,lower_early10s_deg,lower_late10s_deg,lower_late_minus_early_deg,upper_early10s_deg,upper_late10s_deg,upper_late_minus_early_deg,lower_gate_mean,upper_gate_mean,lower_gate_late_minus_early,upper_gate_late_minus_early
seq_02.npz,Eyes_Japan_Dataset/kawaguchi,m1,897,140.36367797851562,140.57444763183594,0.2107696533203125,132.53575134277344,132.38668823242188,-0.1490631103515625,151.12705993652344,151.83261108398438,0.7055511474609375,0.5096687078475952,0.5211222171783447,-0.0005257129669189453,0.0002086162567138672
