file,subject_key,model,frames,all_early10s_deg,all_late10s_deg,all_late_minus_early_deg,lower_early10s_deg,lower_late10s_deg,lower_late_minus_early_deg,upper_early10s_deg,upper_late10s_deg,upper_late_minus_early_deg,lower_gate_mean,upper_gate_mean,lower_gate_late_minus_early,upper_gate_late_minus_early
seq_01.npz,Eyes_Japan_Dataset/kaiwa,m1,1008,126.60643005371094,126.58132934570312,-0.0251007080078125,121.1235580444336,120.857421875,-0.26613616943359375,134.14540100097656,134.4517059326172,0.306304931640625,0.5057553052902222,0.5160027146339417,-0.0010045766830444336,0.00021457672119140625
