kind,start_seconds,duration_seconds,frames,mean_lower_error_deg,first10s_error_deg,last10s_error_deg,predicted_knee_bend_mean_deg,reference_knee_bend_mean_deg
seated_like_and_strict,929.516,27.4375,1647,32.398233156518124,32.873657957875245,31.9691822207968,69.83132251262447,92.79485801915608
seated_like_and_strict,959.287,10.408333333333333,624,31.326670741567323,31.327581896065713,31.33104553211626,69.36946983105673,91.99265304698812
seated_like_and_strict,969.854,12.808333333333334,768,31.45026344741679,31.479449608349192,31.544041015246876,69.45373001066623,91.96710105357106
seated_like_and_strict,999.529,9.1375,548,30.763387979589616,30.763387979589616,30.763387979589616,69.21149522382308,91.31416314314892
seated_like_and_strict,1008.7,13.129166666666666,788,30.365272006593198,30.432725592487163,30.410474055204467,69.67884450507681,91.04687073041747
seated_like_and_strict,1021.891,15.470833333333333,928,30.144020853511556,30.074118768586136,30.248070064350436,69.47223256978587,90.65372687339851
seated_like_and_strict,1039.287,7.229166666666667,433,29.748191019028017,29.748191019028017,29.748191019028017,69.02460220203217,90.45381193876682
seated_like_and_strict,1055.254,14.266666666666667,856,29.772367133783657,29.78714448128815,29.717241599440833,68.07040251267594,90.54045533909081
seated_like_and_strict,1069.6,6.070833333333334,365,29.439001224637927,29.439001224637927,29.439001224637927,68.82743047309762,90.53440612924835
seated_like_and_strict,1104.341,6.566666666666666,394,28.877827508147178,28.877827508147178,28.877827508147178,67.86241270217144,90.05178238952102
seated_like_and_strict,1115.941,17.008333333333333,1020,28.780265249050878,28.86717154565501,28.647869149403864,68.34816721699053,89.94292398859498
