file,subject_key,model,frames,all_early10s_deg,all_late10s_deg,all_late_minus_early_deg,lower_early10s_deg,lower_late10s_deg,lower_late_minus_early_deg,upper_early10s_deg,upper_late10s_deg,upper_late_minus_early_deg,lower_gate_mean,upper_gate_mean,lower_gate_late_minus_early,upper_gate_late_minus_early
seq_01.npz,Eyes_Japan_Dataset/kaiwa,b0,1008,126.53620147705078,126.53003692626953,-0.00616455078125,120.74482727050781,120.55557250976562,-0.1892547607421875,134.49929809570312,134.74488830566406,0.2455902099609375,,,,
